"001","589985","3/1/2018 4:28:36 AM","3/1/2018 4:28:36 AM","SV2127","00000","","FA","","0000","36529","2","1","65","164478","","","N","",""
"001","589986","3/1/2018 6:26:41 AM","3/1/2018 6:26:41 AM","SV381","00277","","","","","140437","6","4","144","","","","N","",""
"001","589987","3/1/2018 6:40:02 AM","3/1/2018 6:40:02 AM","SV2132","00166","","","","","40374","5","3","126","","","","N","",""
"001","589988","3/1/2018 6:44:35 AM","3/1/2018 6:44:35 AM","678","","01227","","","","83516","3","1","113","","","","N","",""
"001","589989","3/1/2018 7:09:22 AM","3/1/2018 7:09:22 AM","SV2158","00328","","","","","17547","6","4","316","","","","N","",""
"001","589990","3/1/2018 8:20:08 AM","3/1/2018 8:20:08 AM","SV2034","00315","","","","","113610","3","1","362","","","","N","",""
"001","589991","3/1/2018 8:26:26 AM","3/1/2018 8:26:26 AM","679","","01228","","","","136118","2","1","17","","","","N","",""
"001","589992","3/1/2018 8:28:13 AM","3/1/2018 8:28:13 AM","679","","01228","","","","136118","2","1","174","","","","N","",""
"001","589993","3/1/2018 8:36:57 AM","3/1/2018 8:36:57 AM","345","","01251","","","","65386","2","1","75","","","","N","",""
"001","589994","3/1/2018 8:53:51 AM","3/1/2018 8:53:51 AM","SV01","00087","","","","","2","2","1","23","","","","N","",""
"001","589995","3/1/2018 9:22:23 AM","3/1/2018 9:22:23 AM","SV2184","00000","","FA","","0000","121820","2","1","160","14500","","","N","",""
"001","589996","3/1/2018 10:30:46 AM","3/1/2018 10:30:46 AM","656","","01312","","","","86077","2","1","121","","","","N","",""
"001","589997","3/1/2018 11:16:57 AM","3/1/2018 11:16:57 AM","407","","01232","","","","129941","2","1","260","","","","N","",""
"001","589998","3/1/2018 11:55:28 AM","3/1/2018 11:55:28 AM","SV2136","00000","","FA","","0000","15177741","6","4","388","4668","","","N","",""
"001","589999","3/1/2018 12:08:12 PM","3/1/2018 12:08:12 PM","SV2157","00000","","FA","","0000","18234","6","4","250","118372","","","N","",""
"001","590000","3/1/2018 12:47:54 PM","3/1/2018 12:47:54 PM","SV345","00000","","FA","","0000","57330","4","2","400","00","","","N","",""
"001","590001","3/1/2018 2:01:28 PM","3/1/2018 2:01:28 PM","SV2143","00000","","FA","","0000","46967","6","4","221","126152","","","N","",""
"001","590002","3/1/2018 2:08:06 PM","3/1/2018 2:08:06 PM","SV2145","00217","","","","","7467","3","1","79","","","","N","",""
"001","590003","3/1/2018 2:26:00 PM","3/1/2018 2:26:00 PM","SV2030","00236","","","","","116743","2","1","309","","","","N","",""
"001","590004","3/1/2018 3:34:25 PM","3/1/2018 3:34:25 PM","683","","01244","","","","68293","2","1","101","","","","N","",""
"001","590005","3/1/2018 4:55:02 PM","3/1/2018 4:55:02 PM","SV2147","00172","","","","","20565","5","3","53","","","","N","",""
"001","590006","3/1/2018 4:57:36 PM","3/1/2018 4:57:36 PM","SV2169","00191","","","","","14018","2","1","129","","","","N","",""
"001","590007","3/1/2018 5:32:17 PM","3/1/2018 5:32:17 PM","SV338","00090","","","","","107187","4","2","152","","","","N","",""
"001","590008","3/1/2018 6:02:28 PM","3/1/2018 6:02:28 PM","SV2060","00000","","FA","","0000","94346","1","2","88","84645","","","N","",""
"001","590009","3/1/2018 6:25:33 PM","3/1/2018 6:25:33 PM","SV380","00276","","","","","141783","1","2","286","","","","N","",""
"001","590010","3/1/2018 6:59:11 PM","3/1/2018 6:59:11 PM","661","","01078","","","","144578","2","1","157","","","","N","",""
"001","590011","3/1/2018 7:38:31 PM","3/1/2018 7:38:31 PM","695","","01287","","","","51955","3","1","163","","","","N","",""
"001","590013","3/1/2018 10:19:49 PM","3/1/2018 10:19:49 PM","SV1086","00141","","","","","101880","3","1","120","","","","N","",""
"001","590014","3/1/2018 10:48:45 PM","3/1/2018 10:48:45 PM","SV2167","00189","","","","","11922","2","1","122","","","","N","",""
"001","590015","3/2/2018 12:00:06 AM","3/2/2018 12:00:06 AM","SV2114","00158","","","","","66103","5","3","64","","","","N","",""
"001","590016","3/2/2018 3:55:13 AM","3/2/2018 3:55:13 AM","SV1079","00135","","","","","79232","3","1","68","","","","N","",""
"001","590017","3/2/2018 6:43:52 AM","3/2/2018 6:43:52 AM","SV375","00000","","FA","","0000","35733","6","4","193","90952","","","N","",""
"001","590018","3/2/2018 6:58:10 AM","3/2/2018 6:58:10 AM","SV2016T","00019","","","","","1","1","2","694","","","","N","",""
"001","590019","3/2/2018 7:10:44 AM","3/2/2018 7:10:44 AM","328","","00903","","","","150179","3","1","118","","","","N","",""
"001","590020","3/2/2018 7:22:43 AM","3/2/2018 7:22:43 AM","SV194","00000","","FA","","0000","128642","2","1","112","48523","","","N","",""
"001","590021","3/2/2018 7:25:15 AM","3/2/2018 7:25:15 AM","SV2046","00354","","","","","","2","1","20","","","","Y","",""
"001","590022","3/2/2018 7:27:26 AM","3/2/2018 7:27:26 AM","SV2046","00354","","","","","","2","1","13","","","","N","",""
"001","590023","3/2/2018 8:39:27 AM","3/2/2018 8:39:27 AM","345","","01251","","","","65558","2","1","101","","","","N","",""
"001","590024","3/2/2018 8:58:47 AM","3/2/2018 8:58:47 AM","SV2038","00000","","FA","","0000","165260","2","1","140","56014","","","N","",""
"001","590025","3/2/2018 9:08:52 AM","3/2/2018 9:08:52 AM","658","","01075","","","","161571","2","1","90","","","","N","",""
"001","590026","3/2/2018 9:25:06 AM","3/2/2018 9:25:06 AM","679","","01228","","","","136322","2","1","191","","","","N","",""
"001","590027","3/2/2018 9:28:13 AM","3/2/2018 9:28:13 AM","664","","01081","","","","144203","2","1","120","","","","N","",""
"001","590028","3/2/2018 11:04:22 AM","3/2/2018 11:04:22 AM","SV346","00000","","FA","","0000","97079","6","4","82","32815","","","N","",""
"001","590029","3/2/2018 11:30:27 AM","3/2/2018 11:30:27 AM","SV01","00087","","","","","1","2","1","50","","","","N","",""
"001","590030","3/2/2018 11:42:09 AM","3/2/2018 11:42:09 AM","SV01","00087","","","","","1","3","1","50","","","","N","",""
"001","590031","3/2/2018 11:48:58 AM","3/2/2018 11:48:58 AM","SV01","00087","","","","","1","5","3","50","","","","N","",""
"001","590032","3/2/2018 12:24:07 PM","3/2/2018 12:24:07 PM","SV01","00087","","","","","1","6","4","50","","","","N","",""
"001","590033","3/2/2018 12:27:18 PM","3/2/2018 12:27:18 PM","SV375","00000","","FA","","0000","35776","6","4","183","91518","","","N","",""
"001","590034","3/2/2018 12:33:45 PM","3/2/2018 12:33:45 PM","SV01","00087","","","","","1","4","2","50","","","","N","",""
"001","590035","3/2/2018 12:41:13 PM","3/2/2018 12:41:13 PM","SV01","00087","","","","","1","1","2","50","","","","N","",""
"001","590036","3/2/2018 12:50:46 PM","3/2/2018 12:50:46 PM","291","","01428","","","","20655","3","1","185","","","","N","",""
"001","590037","3/2/2018 1:57:01 PM","3/2/2018 1:57:01 PM","SV2143","00000","","FA","","0000","46983","6","4","278","126373","","","N","",""
"001","590038","3/2/2018 2:38:55 PM","3/2/2018 2:38:55 PM","683","","01244","","","","68414","2","1","77","","","","N","",""
"001","590039","3/2/2018 2:41:46 PM","3/2/2018 2:41:46 PM","SV2171","00193","","","","","5417","2","1","136","","","","N","",""
"001","590040","3/2/2018 2:46:10 PM","3/2/2018 2:46:10 PM","SV376","00000","","FA","","0000","65351","4","2","231","69473","","","N","",""
"001","590041","3/2/2018 2:52:22 PM","3/2/2018 2:52:22 PM","SV2104","00154","","","","","55075","2","1","116","","","","N","",""
"001","590042","3/2/2018 3:43:21 PM","3/2/2018 3:43:21 PM","SV2091","00065","","","","","109277","3","1","253","","","","N","",""
"001","590043","3/2/2018 6:23:07 PM","3/2/2018 6:23:07 PM","SV380","00276","","","","","141892","6","4","326","","","","N","",""
"001","590044","3/2/2018 7:01:13 PM","3/2/2018 7:01:13 PM","SV2148","00000","","FA","","0000","33614","3","1","81","165026","","","N","",""
"001","590045","3/2/2018 7:07:24 PM","3/2/2018 7:07:24 PM","695","","01287","","","","52087","3","1","115","","","","N","",""
"001","590046","3/2/2018 9:14:45 PM","3/2/2018 9:14:45 PM","661","","01078","","","","144771","2","1","125","","","","N","",""
"001","590047","3/2/2018 10:53:13 PM","3/2/2018 10:53:13 PM","698","","01290","","","","84173","2","1","213","","","","N","",""
"001","590048","3/3/2018 4:32:46 AM","3/3/2018 4:32:46 AM","SV2139","00000","","FA","","0000","40386","5","3","81","235073","","","N","",""
"001","590049","3/3/2018 6:40:52 AM","3/3/2018 6:40:52 AM","SV2147","00000","","FA","","0000","12760","5","3","73","61104","","","N","",""
"001","590050","3/3/2018 7:01:58 AM","3/3/2018 7:01:58 AM","600","","01411","","","","1832","3","1","179","","","","N","",""
"001","590051","3/3/2018 10:13:47 AM","3/3/2018 10:13:47 AM","664","","01081","","","","144448","3","1","114","","","","N","",""
"001","590052","3/3/2018 11:05:40 AM","3/3/2018 11:05:40 AM","SV118","00000","","FA","","0000","113373","3","1","141","69768","","","N","",""
"001","590053","3/3/2018 12:02:18 PM","3/3/2018 12:02:18 PM","SV2028","00000","","FA","","0000","138327","4","2","183","9521","","","N","",""
"001","590054","3/3/2018 1:20:44 PM","3/3/2018 1:20:44 PM","646","","01042","","","","173167","3","1","147","","","","N","",""
"001","590055","3/3/2018 2:11:26 PM","3/3/2018 2:11:26 PM","M7311","00034","","","","","8810","1","2","123","","","","N","",""
"001","590056","3/3/2018 2:57:54 PM","3/3/2018 2:57:54 PM","642","","01012","","","","159524","2","1","52","","","","N","",""
"001","590057","3/3/2018 3:00:56 PM","3/3/2018 3:00:56 PM","SV1086","00141","","","","","102010","3","1","86","","","","N","",""
"001","590058","3/3/2018 3:04:59 PM","3/3/2018 3:04:59 PM","SV1087","00142","","","","","65757","3","1","146","","","","N","",""
"001","590060","3/3/2018 3:40:43 PM","3/3/2018 3:40:43 PM","683","","01244","","","","68587","2","1","109","","","","N","",""
"001","590061","3/3/2018 4:02:18 PM","3/3/2018 4:02:18 PM","638","","01445","","","","9580","3","1","179","","","","N","",""
"001","590062","3/3/2018 4:26:23 PM","3/3/2018 4:26:23 PM","582","","01272","","","","20005","2","1","50","","","","N","",""
"001","590063","3/3/2018 4:37:03 PM","3/3/2018 4:37:03 PM","SV2105","00155","","","","","49068","3","1","153","","","","N","",""
"001","590064","3/3/2018 4:52:56 PM","3/3/2018 4:52:56 PM","SV2147","00000","","FA","","0000","12760","5","3","95","61104","","","N","",""
"001","590065","3/3/2018 6:11:58 PM","3/3/2018 6:11:58 PM","SV2187","00359","","","","","16769","2","1","206","","","","N","",""
"001","590066","3/4/2018 4:24:50 AM","3/4/2018 4:24:50 AM","SV2139","00000","","FA","","0000","40444","5","3","71","236342","","","N","",""
"001","590067","3/4/2018 5:06:59 AM","3/4/2018 5:06:59 AM","686","","01249","","","","82008","2","1","115","","","","N","",""
"001","590068","3/4/2018 11:16:48 AM","3/4/2018 11:16:48 AM","SV250","00073","","","","","11491","1","2","283","","","","N","",""
"001","590069","3/4/2018 1:24:16 PM","3/4/2018 1:24:16 PM","SV2104","00154","","","","","55229","2","1","114","","","","N","",""
"001","590070","3/4/2018 2:37:39 PM","3/4/2018 2:37:39 PM","683","","01244","","","","68723","2","1","83","","","","N","",""
"001","590071","3/4/2018 5:51:15 PM","3/4/2018 5:51:15 PM","SV2137","00167","","","","","47872","3","1","85","","","","N","",""
"001","590072","3/4/2018 6:39:31 PM","3/4/2018 6:39:31 PM","601","","01273","","","","75162","3","1","127","","","","N","",""
"001","590073","3/4/2018 10:18:35 PM","3/4/2018 10:18:35 PM","613","","01413","","","","2122","3","1","174","","","","N","",""
"001","590074","3/5/2018 1:20:23 AM","3/5/2018 1:20:23 AM","698","","01290","","","","84439","2","1","198","","","","N","",""
"001","590075","3/5/2018 6:38:42 AM","3/5/2018 6:38:42 AM","SV2167","00189","","","","","12107","2","1","127","","","","N","",""
"001","590076","3/5/2018 6:56:00 AM","3/5/2018 6:56:00 AM","SV2050","00237","","","","","64638","3","1","242","","","","N","",""
"001","590077","3/5/2018 7:28:50 AM","3/5/2018 7:28:50 AM","SV2004","00000","","FA","","0000","84395","2","1","285","67800","","","N","",""
"001","590078","3/5/2018 8:01:01 AM","3/5/2018 8:01:01 AM","2154","00000","","FA","","0000","10379","2","1","85","30852","","","N","",""
"001","590079","3/5/2018 8:49:04 AM","3/5/2018 8:49:04 AM","063","","01186","","","","124734","2","1","102","","","","N","",""
"001","590080","3/5/2018 8:58:13 AM","3/5/2018 8:58:13 AM","692","","01284","","","","60832","3","1","125","","","","N","",""
"001","590081","3/5/2018 9:05:37 AM","3/5/2018 9:05:37 AM","SV2046","00000","","FA","","0000","74209","2","1","221","22751","","","N","",""
"001","590082","3/5/2018 10:38:19 AM","3/5/2018 10:38:19 AM","407","","01232","","","","130252","2","1","220","","","","N","",""
"001","590083","3/5/2018 10:55:52 AM","3/5/2018 10:55:52 AM","SV2139","00000","","FA","","0000","40502","5","3","59","237102","","","N","",""
"001","590084","3/5/2018 11:48:44 AM","3/5/2018 11:48:44 AM","SV2183","00000","","FA","","0000","4345","1","2","706","391","","","N","",""
"001","590085","3/5/2018 1:17:15 PM","3/5/2018 1:17:15 PM","SV2157","00000","","FA","","0000","18346","6","4","311","119799","","","N","",""
"001","590086","3/5/2018 1:25:06 PM","3/5/2018 1:25:06 PM","SV2190","00360","","","","","5647","6","4","407","","","","N","",""
"001","590087","3/5/2018 2:19:10 PM","3/5/2018 2:19:10 PM","SV177","00000","","FA","","0000","38933","1","2","208","911","","","N","",""
"001","590088","3/5/2018 2:28:07 PM","3/5/2018 2:28:07 PM","SV2073","00000","","FA","","0000","49887","6","4","305","97272","","","N","",""
"001","590089","3/5/2018 2:31:25 PM","3/5/2018 2:31:25 PM","SV2092","00066","","","","","120101","3","1","216","","","","N","",""
"001","590090","3/5/2018 2:42:33 PM","3/5/2018 2:42:33 PM","SV376","00000","","FA","","0000","65400","6","4","360","70285","","","N","",""
"001","590091","3/5/2018 2:48:58 PM","3/5/2018 2:48:58 PM","SV2143","00000","","FA","","0000","47020","6","4","361","126399","","","N","",""
"001","590092","3/5/2018 3:18:51 PM","3/5/2018 3:18:51 PM","657","","01074","","","","174693","2","1","97","","","","N","",""
"001","590093","3/5/2018 4:10:31 PM","3/5/2018 4:10:31 PM","SV2114","00158","","","","","66140","5","3","34","","","","N","",""
"001","590094","3/5/2018 4:11:22 PM","3/5/2018 4:11:22 PM","SV2056","00000","","FA","","0000","104390","3","1","194","54789","","","N","",""
"001","590095","3/5/2018 4:29:33 PM","3/5/2018 4:29:33 PM","SV1087","00142","","","","","65912","3","1","122","","","","N","",""
"001","590096","3/5/2018 6:04:56 PM","3/5/2018 6:04:56 PM","SV381","00277","","","","","140941","1","2","313","","","","N","",""
"001","590097","3/5/2018 6:20:24 PM","3/5/2018 6:20:24 PM","SV374","00069","","","","","151119","3","1","249","","","","N","",""
